review,rating
Very disappointed with the overall performance from Samsung,1.0
"Got the mobile on the launch date,Battery must be appreciatedCamera is just averageMobile performance is above average90hz refresh rate? If u r buying the mobile for this feature then I'm afraid u may get disappointed, it's just normal.The USB cable is too small in lengthIt's a good mobile in this budget, there are no returns for this,  only replacement is available, hence choose wisely before buying",4.0
Camera quality is low,3.0
"In this budget, it has exceeded all expectations .. I have primarily taken this phone for the battery and so far not disappointed",5.0
"1. It doesn't work with 5.0GHz WiFi frequency. 2.4GHz is very old school.2. Camera quality is pathetic (both front and back). Forget about 48MP, pictures are all blur, poorer than a 4MP one.3. Amazon didn't allow to write a review until they sold most of the stock, something very fishy.4. No return policy, you will have to live with the phone you didn't like. Now you decide.",1.0
"Not worth buying....faulty software, poor display quality, single band wifi doesn't support  5ghz WIFI band. Gyro sensor missing and many more. DONT GO BY PAID REVIEWS IN YOU TUBE",1.0
I will never purchase Samsung phones. Phone is lagging too much and slow. Waste of hard earning money.,1.0
This is worst samsung mobile I have seen from samsung. It's sceen quality and colors are trash. Even a old 5000 rs phone can beat it's quality. Please never ever buy this product.,1.0
मोबाइल का कैमरा बिल्कुल भी सही नही है 48 PM बताया और क्लियरिटी 5 मेगा पिक्सल का भी नही है ।मोबाइल भी पुराना सा दिखता है ।इसको नही खरीदे,1.0
The phone hangs a lot and is very slow. I received a replacement which continues to hang,1.0
Just unboxed the phone.Seems to be a better one in this price segment as of now.Just checked with the camera & voice it seems good but one thing it's very heavy in weight may be due to battery.Hope samsung lives upto expectation.,5.0
"Worst camera quality. It is like 2 megapixel camera. Photos are very worst. If you slightly zoom the photo,  you can see blurry...Previously I used 13 megapixel amera phone. Those photos are very good.",1.0
Don't received  handset ejection  pin  and manual.,1.0
Very poor quality camera .Found box seal damage still Amazon not taking it back.waste of money.Phone very slow.Don’t buy from Amazon.Now Amazon started cheating customers to make profits.,1.0
"No 5Ghz wifi band on this mobile, miserable in 2021 , even my previous mobile of Samsung which I bought in 2017 have 5Ghz wifi , it's a big comedy",1.0
Hitting issue,1.0
very poor build qualityvery poor camera piclow quality phoneno return policyvery worst mobilejust making fool to customer by samsung m12 and Amazon,1.0
"Good battery. Heating while charging and using mobile data, camera below average with 48 mp true, looks like 13 mp. Heavy in weight and thickness (okay that 6000 mah) display is not good as other phones in this rage in terms of technology and display ratio. Overall below average in this price.",1.0
Worst product and low quality never expected this kind of product from Samsung even though it's having high end config. It doesn't look that way.Camera utterly disappointed. Never seen this kind of mobile in the recent past and more over if you buy this product you have to bare with it because no return/refund option according to return policy only replacement that disappoints even more. Advising don't waste money on this product.,1.0
"This is perfect phone, good speed, decent specs and outstanding battery life. The look of the device is also attractive. Above all, the trust of company.",5.0
Very bad product.I never think such a product will come from Samsung.It had 48 MP only for show.Photos are not clear .On checking the photo size I found that 12mp again I was astonished I contacted customer care of Samsung they told me to change the camera setting 48 MP then I got photo in 48mp the clear not better than previous one .It gives very low quality photo again.It was my experience.I had bought by dreaming photo clarity.Net work problem is usually Samsung problem here .The only better thing in this phone is battery and quick charging,1.0
