review,rating
"Fantastic delivery by Amazon. BUT STRANGE, was not in normal Amazon packaging???USB cable faulty, careful study shows a duplicate as no ceramic finish, plus pins are not in line.Installation is done by me using old cable, printer working fine no problems there.WHY IS IT NOT POSSIBLE TO EXCHANGE CABLE ONLY? don't want to return whole product waste time, and had disposed of the original packing.Strongly recomend anyone, not to accept product if not in amazon packing, think this was my problem.however was in hp packing and sealed, but who knows who is responsible? all i need is a cable, price on amazon approx 1500, printer cost approx 3000. ""crazy""",2.0
"Good decent printer. But difficult to find replacement cartridges. Made huge mistake by buying this printer. If you doubt me, check in Amazon for HP 805 cartridge. Even HP website don't have them. I can't even return the printer. When cartridge dries up, I can't buy original cartridges. May be have the printer as show piece.",2.0
"Worst printer. Just to check, gave a print for 50 black and white pages. The original cartridge got over. Original 805 model B&W cartridge would cost you around 800/-. Which means one black and white print will cost you 16/-. U can go to a photo shop and get a print on canvas at this price. Worst printer. I regret as there is no return only replacement. Please don't get cheated.",1.0
"waste  of the money to buy this printer, the link will just dry within 2 weeks if you are not using it, the new cartridge cost is very high , you buy 2 cartridge at the same cost of printer, the cost of printer ink is more then human blood. better use your own blood for printing it will be much cheaper",1.0
"FIrst of all a big thanks to Amazon for quick delivery (within 2 days). Also thanks to the delivery boy for his behavior and politeness. Really impressed.Now coming to the main topic.  I got HP Deskjet 2131 Printer at just ₹2699 during republic day sale.It is very easy to install the printer alongwith its cartridges. Its looks are superb. Printing quality is also great (I have attached the snapshot of sheet that I printed just!).  The scan feature is just rocking because it works very fast. But the printing quality should be improved.So friends, go for HP Deskjet 2131 printer without any tension.",5.0
Per page is too costly approx 16 to 40 Rupees per page do not recommend for homeIts better print the pages from outside market.Also shared in the Facebook and recommend my friends and colleagues do not purchase this printers .,1.0
"Defective product, not able to print a single page. Carriage struck in the sides of the printer loudly. Now I have to contact HP service. Very painful process",1.0
"Got New and good working Product,if you don't want to buy cartridges you can use ink to refill the cartridges,ink can be found in local stores.ink is 50% cheaper than cartridges and there is a lot of link in the bottles",5.0
Don't ever buy this printer...instead go for ink tank ones...although this one is cheaper the ink cartridges will cost you the same amount in which u can buy a new printer again... not worthy from such a big brand HP...they made the printer price less but kept cartridge price the highest among all of its range...simply fooling customers..even cannot use any other cartridge and refilling was also complex.. sometimes works sometimes not :(,1.0
"Cartridge is very expensive....not recommended to buy this product .Not Cost effective at all ,Priniting from local shop will be cheaper than printing at home",1.0
"Good printer for home use.1. Very easy to install and use. Installation directions comes with product.2. This printer has no WiFi functionality. Hence, needs to be connected with laptop/desktop with a cable while printing.3. Print speed is ok, not great (very fast)4. Double side printing is not automatic. Need to manually feed the pages back to printer if we need printing on both sides of the page.4. Copy (Photostat) functionality is good. Can copy both in color and black&white.5. Scan functionality is also good. Once the necessary drivers are installed as part of the installation and printer is added to laptop/desktop, one will understand how to use the scan functionality.",5.0
"I purchased this product in 2017 during Amazon sale. This printer is very easy to use and very friendly but cartridge is the biggest issue. With the company provided catrdige, you would be able to hardly print 15 to 20 sheets. If you do not use the printer even for 2-3 days, the ink will dry and you will have to replace the cartridge.Each catridge would cost approx 1000 and you would be able to print max 90 pages and each page print would approximately cost you 11 Rupees, which is very bad.I sold this in OLX for 1.5k and brought a ink based printer from Epson for 6.5K. This printer prints 6000 sheets for a catridge worth 500. The cost of each color print would be approximately 18 Paise.Think well before you buy this printer.",1.0
"Finally after spending two days on it, I was able to install the drivers on mac1. Download Hp easy start2. Click contw, it will connect to hp.com and ask to download Hp smart software(This software doesent detect the printer)3. Click cross button (the one to close the app)4.You will get three options. Click skip to software download5.It will start searching for software, if it doesent detect printer, hold power off button of printer for few seconds and click restart6. Now you will be able to install the drivers.",5.0
The printer called is very best than compared to 10000 worth of rupees printer and I am using the printer for my life time user can have that why because the printing called is superior than Canon laser are made any Epson printer I am using the cartridge buy refilling the ink by injecting so the print rate for each black and white pages but at least 10 piece just timepass only and the colour print called as a 25 may be when you are using refilling the cartridge through injection so I already purchased some of ink refilling in c m y k from your Amazon website they also good everything is good regarding this product I give five out of 5 marks,5.0
"Pros-Print quality is really great.-Print speed is fast compared to its previous models.-Installation is very easy.-Works with OTG cable in Android-Lightweight-Good Build qualityCons-Works with OTG cable in Android (However you cannot adjust the print size or quality. It just prints a single image on full size page)-The software immediately displays the ink levels as half empty even if you just printed a single page.-Ink is too damn costly.If you have an occasional use of coloured printing, go for it. It's the best in price range. But for regular use it'll put a whole in your pocket.",5.0
Nice,3.0
"Not that much of good quality printer it is, I have order two printers instead of one, unfortunately it was happened by amazon's recommendation options for sure. The tech team and the seller should take care of this feature when its availing to any of customer its getting automatically adding two quantity in the cart section, I was usually do double check but I missed to confirming this time. My bad! Amazon tech team is also not ready to help me out. They saying that as per our policy is not allowing us! I'll tell one thing Amazon team! ""Policies are only made for product not for humans' tech activity mistake!""",2.0
It is a good printer.. I would say the bestBut its only good if you print for like 15-20 pages a month .. (mostly for home use)I ordered this for my study room..So I print for like 15 pages a month ..If u r using it at home or will consume it less then this is the right product..If u are looking for an office use or you will use it everyday then this product is not for you...I would recommend you to go for other optionsBut for few prints (home use) its the best productEasy to use / install / clean etc..I loved it .. it worked for meLookwise 👍Printing quality 👍Colour print 👍Over all A BIG THUMBS UP 👍 ONLY FOR...,5.0
Good. Printer. Ever. I. PurchasedEays. To. Handle it. Good. For. Home. Student etc. i am satisfied with this. Product,5.0
