review,rating
"Delivery was fast. Received within a day even though estimate said later. Packaging was good. Contents were intact and there was no damage. Purchased it for Rs. 1281 from the amazon seller ""Appario Retail Private Ltd"". MRP on the box was Rs.1399. It was manufactured in China and imported for sale by Dell. Batteries are included in the box. I am happy to see Duracell batteries and not some local brand which might not last long. 2 AAA batteries for the keyboard. 1 AA battery for the mouse.My initial impressions are it does not give a premium look and feel. However its functional. Dimensions are little big for my taste. I would have liked them a bit smaller. Its a full keyboard with number pad and arrow keys. Function keys are also present with some additional multimedia keys. keyboard layout is in English. Mouse is little noisy when clicking and scrolling. Precision is good. I am used to Logitech mouse which is much quieter compared to Dell. At this price range it is a good deal. Tested all the keys to check for any manufacturing defects. Everything seems to be working fine. There is on-off button on the mouse but there is no such option for the keyboard. So I am not sure how long the batteries will last for the keyboard. Better to keep couple of AAA batteries handy just in case.Key press and travel is good. Distance between the keys is adequate. Keys are little hard to press at first but I am getting used to it. There is not much delay from key press to displaying text on the screen. Sometimes it is noticeable as I am used to wired keyboard.There are no LEDs on the keyboard for NUM lock and CAPS lock. There is one very small LED for indicating low battery.I did not check the wireless range yet. Box says it should work up to 10 meters. We get a single unified nano USB receiver for both keyboard and mouse in the box. Its small in size and will not protrude much outside the USB slot.  I did not face any issue with the connection on my Win10 laptop. No additional drivers needed. I was able to use both keyboard and mouse from the very instant the USB receiver was plugged-in.Verdict: I am happy with the performance of the Dell KM117 keyboard and mouse combo. I will definitely recommend it for people looking for good wireless keyboard and mouse combo with good performance within budget.",5.0
"For work purpose it's good and simply does the work. The USB connects to laptop and both mouse and keyboard works smoothly. You put one AA battery in mouse and two AAA batteries in keyboard. I tried to usethis wireless mousee with 5 feey distance, it was working fine. This is an affordable wireless keyboard and mouse combo.Found this review helpful? Hit helpful button.",5.0
"ConclusionThis is a good keyboard for people who generally use their computers for browsing and light typing. Not suitable for people who intend to type several pages a day as the ergonomics are not good. A mechanical keyboard is better in that case.ProsThe product seem well made and finishing is very good. The keys are fairly responsive and the mouse is very comfortable to useConsThis is not a mechanical keyboard and does not have the same level of responsiveness. Keys are close together, may cause errors. Keys require more pressure to ensure that the desired symbol is typed and causes more errors.",1.0
"If you are a serious typer, then this keyboard is not for you.I use mechanical keyboard all the time, I had to buy a keyboard immediately so I choose this one. It was a very bad decision. I'm a software developer, Keyboard is a big part of my day to day job. This keyboard is causing nothing but pain for me. a lot of keypresses is not getting register. key are ver hard. I'm making a lot of typos due to this keyboard.I have tried other rubber dom keyboards as well but this one is very very bad",1.0
I am using this keyboard and mouse combo with my Macbook Air 10.13.6. i had to use an external keyboard as i extensively use Numeric pad for my work. and due to limited USB port i specifically wanted wireless keyboard and mouse. there is a single dongle for both keyboard and mouse. the pairing was a breeze and took me less than a minute. the mouse had reverse rolling on MacOs because of its inherent windows alignment. However it can be corrected in setting and its working without a problem. just two issues with Keyboard. it is not back lit and it has not light for Caps lock. other than these two issues i have no problem with this package. the key combination for MacOs will also get a day or two to get used to. After that its much simpler to use. would definitely recommend it.,5.0
Issues with the key. Many of the keys that you type don't get registered. So you have to be careful and see which letters in the word are missing. At times it's frustrating,1.0
"Keys are excellent. However, there are gaps through which dust can go in - which is NOT shown in the product images which show full keys that block dust or visibility to the insides. IF I cover with plastic, I cannot even feel the keys when typing - so a cover is useless. I am not sure if those silicon keyboard protection applies here or not - extra cost - have to seeThere is no Caps lock light or Num-Pad light. You'll have to figure out yourself. A minor nuisance especially if you are in a hurry to get work done. There is absolutely no lighting of any sort so IF you want to work in the dark - Impossible unless you're very used to the keyboard and even then it will be difficult.Wireless Is a Boon. Seeing the clutter of wires OFF my desk and the option to place the keyboard wherever I want to is a welcome addition after a long time. Typing especially is a delight. Love the Layout of the Product. Mouse is good - as expected, no major standouts there but it does its job and that is more than expected I guess. This is a purely office purpose keyboard, can be used for gaming sure but I would suggest get a proper gaming keyboard for that like Cosmic or any other that comes with customizable options and leave this one for office work alone, it will thrive.Finally - Amazon Product Page says the Keyboard was Made in India which is why I went for this product in the first but the product itself SHAMELESS advertises that its Made in China. I don't like Chinese products but if I can't help it, I'll buy it as they are imported by Indian Companies. But why falsely advertise? Yeah, I can return it, but I need it - hence the review, else wouldn't have bothered to do so.",4.0
keys are very soft and mouse is perfect fits in handi got is 1100 and its very niceall full size keyboard keys are availablematerial is amzingand smooth feel while typingi recommended for all laptop users this keyboard,5.0
"This is my second pair of the same wireless keyboard and mouse. I really like it!The mouse fits perfectly in my large hands! It's not tiny like some other wireless setsThe battery life is amazing! The keyboard battery lasted longer the 6 months with daily usage! Even the mouse battery life is pretty decent.They both look premium and good quality products.The range is sufficient for slightly better than average distance.You can always buy a usb extender for that if required!Now for the bad thingsThe keys are a little hard to press. It takes a little time to get used to it. But they are comfortable. Good travel speed and once you get used to it, it starts feeling fasterOverall great product. Would surely recommend to anyone wanting a good quality keyboard and mouse!",5.0
"The key operations on the board are not properly given most important think we can't identify the caps lock option is in ON or OFF state most disadvantage and @option which is not on the key of button with 2 number. It's is present near "" option as @ which is the worst think. Remaining is OK.",1.0
"We cannot ask more from a wireless keyboard for a ~1100 INR.However, if you are a huge keyboard shortcut user then - beware, the apps key (for right click shortcut) is placed on top of the keyboard instead of beside the ctrl key.The spacebar is oddly placed, a littler far from left hand, making us press alt instead of space.No light indicator for num lock, caps, or scroll lock.Also, we cannot use to for long time, fingers seems to be tiring too fast on these.  Keys are a bit hard on press.Just typing this comment itself is tiring my fingers.",3.0
"The keyboard and mouse look great on your table, but that just about it. When it comes to ergonomics and performance it fails miserably.Let's talk about the keyboard first. It looks great with its flat keys and is extremely light weight, but once you start working on it you'd quickly notice that your fingers slip off the keys too often and you tend to make a lot of typos. The distance between the keys are also not ideal. Sometimes I also notice a bit of - albeit minor - lag during typing, which could be due to the latency introduced by the wireless link. So do not buy this keyboard if you plan on gaming - I don't.Now let us come to the mouse,  which is horrible. The mouse feet are too hard and they prevent smooth movement. I tried different surfaces including: ceramic tile, expensive mousepads, polished wood and plastic and the mouse tend to stick to all of them. In addition to this stickiness it is very laggy as well-  there is a noticeable rubber-banding. It is extremely annoying to use this mouse.I bought this for coding, and I had to switch back to a my old logitech USB keyboard. I have a mechanical keyboard but it is very heavy preventing me from taking it with my laptop.",3.0
"Keyboard and mouse quality are decent, but after 6-7 months of normal use, the mouse started dying all of sudden. I thought the AA battery died, so replaced with another new battery but after working for a few days it died again and then on happened frequently. Now after 9 months of use, the mouse is actually become useless, works for 5 mins and then you need to open the battery panel, remove and re-insert battery again to make it work.and there isn't a way i can claim the warranty. the product comes with 1 year warranty but thre is no way to claim it.@Amazon Please help",4.0
"Well the keyboard is easy to connect and works seamlessly. I don't see a way to power off the keyboard like I can the mouse. I'm using this as a wfh device so I can keep my laptop screen propped higher. Some of the key keys I instantly miss are the mic mute button, projector shortcut button and screen brightness buttons. I see no other competing brand also providing these keys. So maybe I'm expecting too much. Now coming to what I hate, I think the keys are wobbly. They seem to be propped high on a stump and don't feel stable . They're noiser than those on my ThinkPad and far from the level of quality there. That's where this keyboard fails me. Is Chinese and sadly feels Chinese too.",3.0
"About usage experience - Just you would want in everyday usage, really god and keyboard is almost chiclet. Lovely.Product Quality - Really unfair!I have owned this combo for almost 2 years now but it just became faulty after 8 months of normal usage. By normal I'd say 2-6 hours a week.Initially mouse scroll became faulty but by the end of first year, some keys stopped working. By some I mean a complete diagnoal strip from Esc key down to A,S. (Esc, 1 Q,W,A,S,CapsLock,Tab). I guess this was some sudden circuit failure.NO I never mishandle my gadgets, I've been doing regular cleaning coverning when not in use etc. out of habit.Searching new combo again.",3.0
"Worth investment for regulars office and general use. have not tried gaming (don't play it actually). using for daily office work, normal tasks, browsing, etc., and don't see any issue. keyboard keys are silent (not pin drop but not problematic and is normal). The only thing I feel about mouse clicks are a bit noisy (yes they are not silent, if you want a silent one, go for Logitech or the other with almost double the cost). I was using the silent mouse earlier so initial this was a huge change for me but slowly got adjusted to it. can't ask for more at this price. keyboard keys are actually very good and are easy to touch (due to spaces between the keys)LED light indicator is only for the low battery I guess, Haven't seen it blinking so assuming as soon as the batteries are low, it will blink, can confirm only after seeing it.Been using this for more than a month now and satisfied.",4.0
"Overall OK keyboard. but if you are type very fast you may miss characters. The key hit needs to be little hard. Mouse works well. USB integrator is small enough so that you can leave it connected. Dell is US company but this product is manufactured in China. Using it for more than 2 weeks now and working well till date.---------------------Rewriting this after months of review.1. The mouse did not  stand to the standard after months of use. The mouse roller has become slippery in months and need lot of effort to slide . Logitech mouse are better in budget segment. I had no issues with logitech mouse. Given a chance I will not buy this set now. Mouse itself has visible redlight, while logitech moves with almost invisible light.Kind of ok with  keyboard but at times I miss some letters at but is ok if you get used to it. As you can figure out I will not buy Dell keyboard in future. It is not worth. Go with logitech.--------------------",3.0
"Dell products seem to have lost their touch of quality as this is the second DELL product I have faced issues with within 3 to 4 months of purchase. The optical wireless mouse I'm writing about stopped working within 4 months of purchase. I'm still unable to search Amazon on how to apply for warranty claim. I did browse through Dell India website but the product is not found there upon searching. If someone has any idea on how to claim warranty for Dell products on Amazon, please help.",2.0
