review,rating
Material quality is just like any other headphones there is nothing special or specific about this though its price is 400 bucks.The cable is not tangle free like the boat 225 model. But a band is given along with the headset to keep it from getting tangled. This is the only thing I liked about this headset.Sound quality I must say is the worst. There is added noise to the audio. I think the cheaper models from other brands like Philips and Mi headphones are much better in this aspect. Or it's better to go to the next variant in the same brand boat 225 bassheads instead of buying these.Durability is something that I can't say as of now. As I haven't used it long enough to comment about it.,2.0
"Your browser does not support HTML5 video.


   1} Sound quality is amazing for the price 😍2} Built quality is good but not the best but for the budget price I can say its good ⚡3} Headphone jack is not gold plated ⚠️4} I have been using this earphone from past more than a year and have replaced it once under warranty which was super easy hassel free🎶5} I have used many other brand earphones such as JBL, Sony, Sennheiser, RHA, Boultaudio and recently Infinity and I am not a professional but have experience of many earphones so I can say this is the best sounding in budget and very comfortable in shape to use for longer duration 💯💥",2.0
"Very much dissatisfied of the sound quality of Boat-100.Clairity of the sound is very poor.I don't get any return option for this product. Other wise  definitely I will go for return. Only I can go for replacement with same product.Waistage of money.I have purchased two headphone in 399/- one Boat-100 and another Mi basic headphones. Mi has the much better sound quality then Boat.Inform to manufacture of Boat, don't waist your money in Advertisement and others fixtures. Please improve the quality of the product.Quality talks everything no one need to say anything.Very much dissatisfied.",2.0
"It is a filmsy product seriously. I mean it might have worked well for few, but these products have lot of inconsistencies in production. The product stopped working in 2 months. Return window closed. Stuck. Need to order a new one. If you are buying you are taking a chance. Good luck.",2.0
The sound quality is average as there is too much of base and no treble but then you can’t expect much at a price which is literally a steal .The newer earphones from the same company have more bass and thump and the clarity of sound is well calibrated.The ergonomics is quite well distributed with its sleek design and style.Overall it’s an average buy and if are that person looking for sound and bass this particular model might not suit your needs but the alternative models could help the cause,2.0
Read fully..Review when I just got them: Budget yet great pieces of earphones.. quality is uncompromised..To sum up . If you're low on budget and yet you need great earphones.. this should be your top choiceEdit: nope they lasted for 5 months and then boom they just stopped working.. if I was listening to a video only the bgm was audible and the voice layer was gone.. even in songs.. and same with calls.. I had to order a new set I hope they don't disappoint me . 🙄😑,2.0
"Nothing especial in this earphone other than a third class design and somewhere in minus class of quality. The quality of the cable is in line with ₹15.00 chinese lights we use in Diwali. Noise cancellation is such that dont u dare to listen something private in front of others, the same time there is a positive point that u may also use earphone in speaker modes as you will very well listen what is playing inside of them...Regarding Bass.,,,.why the hell does they and others calling it a basshead without knowing its meaning, no bass as i have used it in both android and my apple...Final verdict is that at price point of view this can be considered a better option if you cannot go to the nearby railway station to buy something better in ₹100 only..And i bought the red colour as no other colour option was available and now scared of taking and showing it to others bcoz of its quality and look...Thanks",2.0
"The sound is 6/10,comfort6/10,Build quality and the wire 8/10The biggest disappointment is the design which has the mic. way down. Almost at the 2nd button of your shirt increasing the distance from the mic and from your mouth a point where the other caller cant hear you at all.Instead I got the mi earphones which are almost the same price but way better.",2.0
"All thing wS good.but base is little low. I used many headphones like Samsung original,  Sony,  this boat, hitage , joie etc. But hitages was good and satisfying me in 250rs from local market. Also boat headphones not fit in my ears. So im not satisfied to this.... if u r normal sound lover then u can try else do not buy try differ.",2.0
i didnt expect from boat company but above ratings are good when i buyed i got that this is a waste there is no bass and no noice cancellation just i felt when i plugged this is like a 100 rupess footpath totally waste dont waste ur time and dont by this stupid product but boat company is good because i had boat meatallish 100 is working awesome,2.0
"In the left one the volume is very low. Because of this the overall experience is getting affected.Also, the mike is too low and you have to hold it up. This is annoying because the whole purpose of headset+mic is to be hands-free. Or you have to talk really loud for the person on line with you to hear properly which defeats the next main usage of headsets for calls - having a private conversation in a public area.",2.0
I have been buying boat products for about 2 years now and i have always been happy with the quality they deliver.but this time i was dissapointed.the mic has to b kept alomst on ur chin or above otherwise the voice is not audible to the other person . And also during call the volume is less ..i would not reccomend this one..,2.0
I bought a headphones before it for 800rs . When I lost that I bought it for same quality expectations. It's cheaper than that but it was discounted price so I expect for same quality but it's not upto mark .It's an average headphone.Find something better and tell me pls.,2.0
Its an average product.. Sound quality and bass is below expectations. Sometimes when the jack moves the sound in one ear bud stops then I adjust it and it comes again and this is something which started within 2 weeks of use. Not money well spent.,2.0
One side of the earphone stopped working in 3 months n till now no response from Boat after registering warranty complaint...called their customer care the line gets disconnected n nobody bothers to call back.,2.0
I bought this in march.. and now it's November.. In the end of october one of the earphone was working but after a week both are not working.... this was not expected.. verryyy very disappointed😔..if this gonna happen what's difference between those cheap earphones and a Boat one..,2.0
The Mic is too far from mouth and cannot be adjusted. I need to bring the mic near my mouth everytime I need to speak. This does not serve my purpose. The sound quality is good enough though.,2.0
It was not at all what I expected it to be.Yes if you are reading this review please don't buy or you will definitely Regret it.It only has a good looking design everything else is not even as good Chinese earphones which you could buy for rs 100 or even less.Sound quality is below average.Bass is also not up to the mark.Its earbuds are though they are made up of plastic ( quite a hard and uncomfortable ).It's quite a disappointment overall.,2.0
"Started malfunctioning after 4-5 months, got replacement with warranty claim. Replacement started doing the same thing after 15 days.1. Volume changes automatically like a faulty connection between wires.2. Left and right side started playing on different audio volume from each other.",2.0
