review,rating
I bought this product because I edit videos for a living.I have a YouTube channel: KTNTECH (You'll find the unboxing and impressions video there)If you're a gamer do not go with this one.Because it's an IPS Panel the response times are a lil less and there are tad bit jelly effect while gaming.If you're a photo/video editor definitely this is for you at least on this budget.Thanks for reading.Don't forget to check out the channel :),5.0
"Bought this monitor on 5th Jan 2018 at Rs. 15,499 in lightning dealFollowing are my observations:1) The first thing I noticed is that top and side bezels of the monitor are very thin which is aesthetically pleasing and gives it a premium look.2) Screen is decent and has good brightness and contrast. Not sure about color reproduction but it feels alright.3) Screen has a refresh rate of 60 Hz at 1920x1080 resolution. However it has an option of 75 Hz at 1024x768 resolution also.4) Even though this monitor has Eye Care (Bright Intelligence), I felt that the sensor adjusted brightness is on higher side for my liking.5) There is slight backlight bleed at top left corner of monitor which is noticeable only in very dark environments but overall has uniform IPS Glow.6) Response time mentioned on the box is 5ms (Gray to Gray) and I felt it to be good for FPS games. Overall, it's a good monitor for casual gaming.7) It comes with UK style power cord and needs a converter/adapter or a spike guard will work.8) The box also includes HDMI cable and the monitor has cable management as shown in product description which I felt is a nice addition to the package.Monitor has following ports:D-SubHDMI PortDisplay PortLine-in port and3.5 mm jack for plugging in earphonesThis monitor also has in-built speakers which are pointed downwards. The quality of audio from them is nothing to brag about and max volume is that of a typical tablet (my iPad Pro 12.9"" 2017 has better sound output than them) but no complaints here considering the price of the monitor.Overall this monitor is value for money product considering the price I got it for.Cheers to Amazon for on-time delivery.Feel free to ask any questions about the product, will be glad to help!",5.0
"I have worked on many monitors (Dell, HP, Acer) in office and home. Never had a Benq. I will get this out of the way, my favourite brand is Dell (I have bought around 10 products). I was torn between the Dell (2717H), Viewsonic and Acer. For some reason I never had a good experience with products of HP.My requirement was a 27"" monitor. I am not a serious gamer only play casual games from time to time. The main purpose was to do programming and watching videos (and reading). This monitor suits perfectly.Pros:- Excellent display. It had a bit of light bleed on top right corner but it was just the glass a bit out. I just pressed it in and the bleed was gone.- Good contrast and viewing angles. I have not played any FPS games till now but overall the experience till now (10 days) has been smooth and consistent. The 5ms response time is good enough for me.- Although it is a 1080p display, the text and videos appear sharp, no pixelation or ghosting. Colours are uniform and even.- Bluelight filtering is good. Helps when reading a long book / article and puts less strain in the eyes.Cons:- The Eyecare feature is a bit aggressive. The display becomes too bright for the surrounding light. I just switched it to standard and set the brightness and contrast to levels I am comfortable with. The day/night light in my room doesn't differ much so I don't need to change the settings.Other monitors with similar features were around or over 20k, I got this for 17k. Overall a very good budget monitor. It also has 3 years warranty which is good and tells that I can expect a pretty long life from this.Let me know if you need to know more.",5.0
"I bought it mainly for its auto brightness. But, the brightness doesn't go too low there is no light around. So, I had to stop using the feature that I especially looked upon. Anyway, it's a value for money product. Good fit for someone who uses it occasionally. Not recommended for you are going to stare at the monitor for around or over 8 hours a day. For such use cases, better to go for Dell ultrasharp monitors. They are costly, but your eyes would thank you for sure.",4.0
"I was skeptical about this BenQ G480 eye care 24” inch monitor first. After a lot of research, I found this monitor too good for regular reading and office work. I previously had a DELL 21.5 inch monitor which that has a really thin bezel on the side and the top. Further, it is quite good in color production along with two fine speakers at the bottom.Now, for the last 1 year, I had this severe pain in my eyes as I mostly work in front of the screen. The pain gradually increased at times I couldn’t even stare at the screen perhaps, due to the harmful blue light emission. I was waiting for the shopping days to come up where I can buy a decent monitor(bigger size) and also that could help me get rid of severe eye strain.As I already use blue cut lenses I did not find the previous monitor abstain harmful blue light. And this time I have decided to buy the BenQ monitor 24 inches (Eye Care). I did not expect to be excellent in color production either I play games using this.After, I received the monitor which I purchased just for 7.8k during the festive season deal.I found the feature “Low blue light” and “Brightness intelligence technology” - uses a dedicated sensor to map out the ambient lighting to adjust the temperature and brightness of the screen which seriously I have never seen on budget monitors.Anyways, I am quite happy with the purchase I have tested and experienced no flicker issue neither extreme blue light emission after you have just switched to “Low blue light emission”.In addition, I received a major upgrade to 24 inches that allow me for seamless reading. Moreover, the monitor comes with 36 months of on-site warranty but sadly, you can register the monitor on their website there is no option to do that.I have seen people complaining about the screen bleeding issue. Fortunately, I did not face anything yet.I am in love with my new 24 inches BenQ monitor irrespective of having 5 ms response and limited to 60Hz refresh rate. This monitor is perfect for and reading, working for a longer duration but can’t say about photo or video editing work. I purchased the monitor mainly seeing the eye care technology that puts less strain on eyes even after continuous usage of 6 hours.I have attached several photos of the monitor and how it looks exactly. Also, I have tried to show the features that you can access using the buttons beneath the screen.",5.0
"The monitor is well built.  Quality is also good.  However, It's painful for the eyes if you do text based stuff.  The fonts will look blurred.  It seems that 22inch or lower size monitors are best for Full HD Resolution.  24inch monitor will have larger pixels which will make text blurry and affect eyes.  If you just want a bigger monitor, spend more money and go for Ultra HD ones.  Otherwise, you may regret it as I have. Looking forward to selling mine!",3.0
"This monitor is really good at this price point ( I got it for 9499 during amazon sale )Pros:1.Colors are much more Vibrant then normal LED's, i have a triple monitor Setup so i can compare this with other LED's  from dell.2.Dark and Bright values are much better differentiated.3.The best one is the price you cant get any thing better than this at this price Point...Kudos to Benq for that4. Brightness is way too much high5. Multiple connecting options ( i plugged it to my PC as well as my PS4)Cons1. There is some back light bleeding ( But that is ok even expensive monitors has minor light bleeds)At this price point i think Benq has done a great job.if you want a cheap IPS display then this monitor is for you.",5.0
"The BenQ 27 is an amazing monitor the most interesting that I loved about this monitor is its slim bezels on the sides and top. I've connected it with Laptop and the output quality is uncompromised and looks good. it also has an inbuilt speaker (but I never used it because it's not good in my opinion).Moreover, the texture on the display is well finished with Matte so it could block glossiness and reflection. The monitor comes with a control panel to adjust different settings related to colors and sound. It also comes with a set of Color schemes preset, which are also customizable. Right beside the control panel buttons, it has a power LED indicator too.My overall experience with this monitor is amazing.",5.0
"Good product, performance is excellent and exceptional difference or upgrade in my viewing experience. Suggest the product to buy if anyone is thinking to buy one in budget, though I still have a doubt whether it is an LED or LCD as I received a manual saying LCD in the packet.I wish to buy one more if I get a clarity on this LCT/LED thing ..",5.0
"I bought this in late December 2019 for 12.9K. I had switched to this from a 22 inch LG monitor (model 22MP68VQ, to be precise). The color reproduction on that monitor was downright brilliant. So, when I plugged this one in out of the box, to be honest, I was somewhat disappointed. The colours looked so faded and unappealing, the blacks were nowhere near black and the overall panel appeared to be so low quality, that I almost contemplated returning it.However, when I tinkered with its settings, boy was I amazed. The color reproduction improved massively, including the contrast and brightness. I also made some changes to the Intel display driver's setting (mine is a Windows system), however, that might be different for you based on your system.First and foremost, go to ""Picture Advanced"" menu on the OSD (on-screen display), and set Picture Mode to ""User"". This will turn off all settings such as Bright Intelligence, Low Blue Light, etc. (Trust me, you don't want to keep them enabled for the best picture quality). Then navigate to ""Picture"" tab in the main menu. Here are the monitor's settings that worked really well for me:1. Brightness: 100 (you may lower it if it hurts your eyes)2. Contrast: 603. Sharpness: 54. Gamma: 55. Color Temperature: Normal6: Hue: 507. Saturation: 50Once you have tweaked settings to the above numbers, you will see it greatly improves the picture quality. However, if you have an Intel display driver like I do, you can tweak the settings there too for an even better picture. Here are the steps for that:1. Search ""Intel Graphics Command Center"" in start (this may be different for you if you're running an older driver). If you can't find it in start,  you should be able to right-click on your desktop and go to Intel Display Settings too.2. Navigate to the ""Display"" tab.3. Go to ""Color"" tab in the window.4. Leave ""Brightness Enhancement"" to default at 50.5. Change ""Contrast Enhancement"" to 48 from 50.6. Enable ""Luminance-based Color Model"". (THIS IS A MAJOR GAME CHANGER)And voila! Your these settings would breathe a new life into an otherwise dull default settings.One thing to note here is that the piece that I received had slight IPS glow / backlight bleed from upper left corner, mostly noticeable in very dark environments with 100% brightness (see attached picture). However, it is very common in IPS displays, and gets worse as the screen size increases. I didn't want to gamble with a replacement product, so I chose to stick with this one. Mine came with zero dead pixels, so I was worried about the replacement being worse (more backlight bleed / presence of dead pixels).",5.0
