review,rating
"My first smartwatch. I think it has good value for money. For a low price of 2500 INR, I got a solid performer. I have had smartbands before, but they are like teasers for smartwatches. I wanted to have a proper smartwatch and decided to go with an Indian brand, since Indian brands like Noise and Boat have started making great products. I have to say, I am happy with my decision. The product is easy to use and setup. There have been no drops in connectivity since I have started using it. And most importantly, wearing it all day doesn't make me feel uncomfortable in anyway. It gives me a good track of what I need to know when I am working out and what to aim for. Now, I am really wondering, what is the value point for a smart watch? For 2500 INR I get features like heart rate monitoring, around 10 work out modes, calorie counter and notifications sync with my phone,  what else is really needed for a smart watch?",4.0
"Well, now that the product is in use since last almost a month, now I am in a state to write a review.Product looks good. But functions are not as expected. The response time to couple of seconds late. If you want to see the time, you can't see it instantly, rather you have to shake your hand a bit and after 2-3 seconds the time will flash. It's not convenient. So all the initial excitement of my son has gone. He doesn't wear it regularly now a days.Not good at this price point.",4.0
"The watch OS and the NoiseFit app are utter garbage.I will list some of the issues:1) Watch does not track heart rate 24/7 even though it has the option. It always shows my heart rate as 62 bpm unless I check it manually.2) Half of the time when I try to check the heart rate manually, the watch randomly crashes and restarts (losing some of the day's tracked data along the way)3) Don't even get me started about sports mode... It just doesn't started (maybe just for me, but that's a huge issue).4) The watch itself is half decent, but the watch OS and app make it worthless (for me).I do not care about the fancy features they tried to put (like music control) if they can't even get the basic features of the watch right.",1.0
"Like:External build - Comparable to that of IWatch. Premium feel is thereAccuracy is good.All common fitness features are available2799 is a very good price for a watch of this size displayGood choice of face displays.Batter backup is decent.Dislike:Display is not full. Only part of the dial contains display.Contrast is not very good.Touch can be better.Notifications has a limitation of reading only upto 70 characters.Only 5mts bluetooth range, gets easily disconnected, especially if there are walls in between.NoiseFit app is heavily consuming battery on my phone. It needs location/GPS services to be ON all the time.I tried for one day, and it consumed 74% of total battery consumption. It was a deal breaker for me as i dont want any thing on my phone that drains phone's battery. But app as such has good UI.No reset to factory settings option.",4.0
Previously i faced connection issue. Tgen i wrote to Noise and sent for exchange. They sent back the same device with full of scratches. With in 1 month now the screen displays like attached picture. Really i got disappointed with noise and my first worst experience with Amazon.I dont what to do this with device. Waste of money.... Complete loss.,1.0
"I guess it's hyped just coz it looks good and classy. But it doesn't work well.. I bought it few months back and haven't even used much. First of all, the automatic screen sensor stopped working after few days.. The walking steps doesn't count.. I've tried to track it with the app but the watch is not detecting any.. It worked fine in the initial days but now it's like.. I can only use it for seeing time and date. That, we can do in other better and cheap watches as well.Very disappointed. This was in my wish list from i don't know how long.. But now i don't even wear it..",2.0
"Your browser does not support HTML5 video.


   Every thing is ok exept Bluetooth connection. Watch is disconnected each and every time.And it does not connect automatically have to search through app every time which is very irritating.",2.0
"A very VFM product that you can buy in this range. I like the details that are plotted on to the charts on the app. Especially with sleep tracking, giving the details about sleep quality and the start and stop time as well.The accuracy of this data is quite good too. I used to use another activity tracker prior to this and the step could calculation is much more streamlined on Noise compared to the other.Touch screen response is okay. Would have certainly loved if the touch screen responded to sweaty fingers too. If you are working out or jogging, it won't recognise your touch if the fingers are wet.Battery back up is good as well. This review is based on my 5 months of usage.",4.0
"Many write the pros. I'll list the cons only.Very less watch faces in comparison to honor band 5 which I purchased at same time.No social media alerts from MiUI 11 (Android 7 based).Now after 2 weeks is usage, the magnets in the unique charging point in the watch has come off. Dislodged from the watch. Not happy.SMS and call alerts are working.",2.0
"What I like :- Looks good- Feels good, comfortable on the skin- Reminds me to stay active when inactive for a while- Alarm function- Timer functionWhat needs to be improved:- Calories burnt calculation seems to be not accurate- The calories burnt during the workout isn't displayed on total energy spent on the main dial- While working out, you can't turn on the timer (not able to switch from the workout mode)- Sleep calculation is inaccurateMy main requirements being the ability to tell time, have a stopwatch function without using the phone, etc. it's good. But if you want the energy calculation to be accurate, I would not recommend this.",4.0
Overall watch looks good.Almost all Features are good for real time tracking.I had done its water resistant test in pool amd it found absolutely good.Only one major disadvantage of this watch is its battery life is not enough (just 3 days support) hence i need to charge it many times.,5.0
"If you are looking for an average smartwatch then noise colourfit Pro 2 is a good option . You get a lots of option like heart rate monitoring which is not that accurate and upto the expectations but not at all bad in the price you pay for watch , 24*7 activity tracking via dedicated app is a plus here but then come on not a fancy at all , sports mode check , fitness tracking check , sleep monitoring check , screen is a little less touch sensitive which is a minus , i have used the watch for more than two months now and yes all i can write is a good watch , battery life is 👍 , like i literally go like a week on full charge with a heavy usage , so yes a good watch in overall . Is overpriced 👎",3.0
"Horrible product. The app sucks and step count is beyond inaccurate. It doesn't count steps when disconnected from the app which happens more frequently than you realize. Amazfit is easy to use, go for it. India should ban noise products. All reviews on this have been misleading.",2.0
"I bought this watch a few months back. It is working perfectly and I have no problems with this. It's touch screen, sleep tracking, sports, alarm, etc are awesome. In many reviews I saw that they say that it is not working properly and blah blah..... Please do not agree with them. This is an awesome product. You should definitely buy this. Thanks to Amazon also that it delivered the proxy on the same day of ordering.",5.0
Not satisfied with Product quality as well interface ..!!,1.0
Good for the price and amount of money you are spending. A teenager would love this watch.Look and feel of the watch is good.The display is small. It's almost 60 to 70 percent of the total watch face or dial.Call notification works well you can see the name on the display it gives you a option to reject the call if you want.Touch is not as sensitive and responsive as you use in the mobile or a tab.Music control is a good feature and works well.Other features works well like Steps. Heart beat. Sleep quality but is subject to calibration buts keeps a record of them in your noisefit app.,3.0
"Excellent product  and excellent  customer services. My product got hanged some days back and after  online registration  of complain, my watch was picked by them and repaired  it at their workshop in Delhi and delivered back at my place with a 15 days . Excellent  services!",5.0
"Your browser does not support HTML5 video.


   It’s the best smart watch I have ever seen. Before this one, I had the MI smart band 4. And this watch is much better than MI smart band 4. It’s touchscreen doesn’t lag and whenever somebody sees this watch the first time, they have only one Question. “ Applewatch, right!” I love this product 💗",5.0
The step numbers are very small. We are senior citizens and can only read it with a magnifying glass. The connection with mobile doesn't always work smoothly. The hand flip to light the face doesn't always work. Amazon refused to take it back and only offered replacement which is no good for us.,1.0
"So I have used Honor Band 5 and Mi Band 3 and they are much better at being a fitness band as compared to this ( so called watch ). Doesn't track pulse properly at all, naps are not recorded. The app doesn't realise how to take smart average, if I am not wearing for 2 days of week it counts them in my avg sleep. Touch is bad too. Invest a bit more if you want a fitness watch or buy a band at this range.",2.0
I thought that this will be a great product and bought with great expectations. This is a huge dud from the company. The only positive I found is the build of the smartwatch.Cons:1. Low quality UI2. Not so great user-friendly Noisefit app3. Response time is very slow on the smartwatch,1.0
"After 7 months I writting my review about the watch as below:-1. Display and style is very good, it really win my heart2. Step counting completely wrong. Waste of money. Don't buy3. Calories burn completely wrong. Waste of money. Don't buy.I have tried reset the settings in app in intial days just to reconfirm, I might have entered wrong input but after using it for 6 months now, I only use it as a basic watch in my hand.",3.0
"Pairing the device is a big challenge.  Within three days i installed the app 10 times.Also the notifications are not happening all times.I was not happy, but Amazon is saying we can only exchange the product.  If the customer is not happy, then u should take back the product.  Don't insist him to use it once again the same new one.First impression is the best impression",2.0
